"Bacteria","Degree","Strength","Betweenness","Eigen_vector"
"Bifidobacterium_dentium_ATCC_27678",6,3.088879985,2,0.0104658449934732
"Clostridium_ramosum_VPI_0427_DSM_1402",6,3.232590231,0,0.00338316863304853
"Lactobacillus_helveticus_DPC_4571",6,3.571376001,20,8.70780858847505e-05
"Clostridium_spiroforme_DSM_1552",5,2.582739284,61,0.0055912635616793
"Collinsella_stercoris_DSM_13279",5,2.886136155,32,0.00410214674409554
"Lactobacillus_paracasei_ATCC_25302",5,2.66996304,172,2.36471708647845e-06
"Lactobacillus_sakei_sakei_23K",5,2.699436135,3,0.00138921339999076
"Lactobacillus_ultunensis_DSM_16047",5,3.369891299,0,8.17486458001344e-05
"Streptococcus_infantarius_infantarius_ATCC_BAA_102",5,3.20114493,0,0.000290919404845773
"Fusobacterium_nucleatum_nucleatum_ATCC_25586",4,2.593383683,113,0.000640374195659128
"Lactobacillus_casei_casei_BL23",4,2.501398883,35,4.84665539238124e-07
"Lactobacillus_delbrueckii_bulgaricus_ATCC_11842",4,2.681355448,6,1.88839540065645e-05
"Lactobacillus_salivarius_HO66_ATCC_11741",4,2.407230014,0,0.000250449248050661
"Proteus_penneri_ATCC_35198",4,2.437686691,0,6.95967851554811e-06
"Lactobacillus_acidophilus_NCFM",3,2.219700968,0,0.000846128867058843
"Mitsuokella_multacida_DSM_20544",3,2.256436002,0,0.00561431454706707
"Pediococcus_pentosaceus_ATCC_25745",3,2.32992687,0,0
"Pseudomonas_aeruginosa_LESB58",3,2.32992687,0,0
"Staphylococcus_saprophyticus_saprophyticus_ATCC_15305",3,2.21958829,0,7.00573978935437e-07
"Helicobacter_pullorum_MIT_98_5489",2,2,0,1.68581885172544e-17
"Lactobacillus_johnsonii_NCC_533",2,2,0,0
"Megamonas_hypermegale_ART12_1",2,2,0,1.68581885172544e-17
"Methanosphaera_stadtmanae_DSM_3091",2,2,0,0
"Proteus_mirabilis_HI4320",2,2,0,1.68581885172544e-17
"Tropheryma_whipplei_Twist",2,2,0,0
