"Bacteria","Degree","Strength","Betweenness","Eigen_vector"
"Bacteroides_cellulosilyticus_DSM_14838",19,8.878688825,351,0.00350306983786285
"Streptococcus_thermophilus_LMD_9",19,8.872739416,66,0.28766578064168
"Finegoldia_magna_ATCC_29328",19,9.817071217,48,0.000915104127930334
"Klebsiella_pneumoniae_342",19,8.735547954,73,0.00128301270611945
"Streptococcus_pyogenes_M4_MGAS10750",19,9.803591531,54,0.000154272657522539
"Bacteroides_coprocola_M16_DSM_17136",18,8.960728714,43,0.209468866905597
"Bacteroides_finegoldii_DSM_17565",18,9.054811413,4,0.285541118331686
"Lactobacillus_gasseri_ATCC_33323",18,8.896088818,109,0.000173308974787684
"Pediococcus_pentosaceus_ATCC_25745",18,8.749849508,203,0.000103504988262128
"Enterobacter_cancerogenus_ATCC_35316",17,8.563100884,14,0.000129272874538934
"Pasteurella_multocida_multocida_Pm70",17,8.952469102,8,0.000126128300649171
"Bacteroides_plebeius_M12_DSM_17135",16,8.283858725,1,0.242760736983544
"Leuconostoc_mesenteroides_mesenteroides_ATCC_8293",15,7.130657958,32,0.00139246808438287
"Bacteroides_stercoris_ATCC_43183",15,7.715379759,5,0.143354761330122
"Ruminococcus_bromii_L2_63",15,7.583044551,2,0.180250525498371
"Lactobacillus_hilgardii_ATCC_8290",15,7.570173616,69,0.000374943878556158
"Haemophilus_parasuis_SH0165",14,7.408735106,15,9.26089790313305e-05
"Lactobacillus_paracasei_ATCC_25302",14,7.040554348,89,0.000133484497189033
"Escherichia_coli_O157_H7_EC4115",13,6.338966159,201,0.0198773493735859
"Eubacterium_ventriosum_ATCC_27560",13,6.273414451,128,0.0869194320779049
"Campylobacter_hominis_ATCC_BAA_381",13,7.27611933,6,0.000206148651844754
"Lactococcus_lactis_cremoris_MG1363",13,7.039961205,25,0.000207125269557331
"Alistipes_putredinis_DSM_17216",12,6.520851007,2,0.113172352560508
"Actinobacillus_pleuropneumoniae_sv_7_AP76",12,6.296862382,31,2.57667351764655e-05
"Citrobacter_koseri_ATCC_BAA_895",12,6.480309288,49,0.000234402148830765
"Cronobacter_sakazakii_ATCC_BAA_894",12,6.079939365,271,2.76425495252879e-05
"Lactobacillus_helveticus_DPC_4571",12,5.835055748,27,1.64443731668662e-05
"Campylobacter_concisus_13826",11,6.291972748,132,7.70945374664598e-06
"Lactobacillus_reuteri_SD2112_ATCC_55730",11,5.876253173,0,0.00010350916026598
"Lactobacillus_ultunensis_DSM_16047",11,5.94893251,5,8.70482036945617e-05
"Proteus_penneri_ATCC_35198",11,5.859130418,21,3.51190124442477e-06
"Enterobacter_sp_638",10,5.492744576,3,7.49591242819322e-06
"Lactobacillus_acidophilus_NCFM",10,5.064724681,139,1.41899410562449e-06
"Proteus_mirabilis_HI4320",10,5.490224992,21,1.11547397537436e-06
"Holdemania_filiformis_VPI_J1_31B_1_DSM_12042",9,5.006605315,67,0.049737169119869
"Citrobacter_sp_30_2",9,5.13142037,0,0.000880850573112291
"Megamonas_hypermegale_ART12_1",9,4.839040215,1,0.056897487829811
"Staphylococcus_saprophyticus_saprophyticus_ATCC_15305",9,5.13135699,141,7.19921558084354e-06
"Clostridium_ramosum_VPI_0427_DSM_1402",8,4.685488506,0,5.52353674763028e-05
"Lactobacillus_sakei_sakei_23K",8,4.16782821,4,0.00925970048060525
"Pseudomonas_aeruginosa_LESB58",8,4.803594016,1,1.53771420183759e-06
"Methanosphaera_stadtmanae_DSM_3091",7,4.404263471,0,0.000645362706899187
"Lactobacillus_johnsonii_NCC_533",4,2.770284235,0,6.07818837607965e-08
"Helicobacter_pullorum_MIT_98_5489",2,2,0,0
"Lactobacillus_casei_casei_BL23",2,2,0,0
